breaker_id,timestamp,time_ms,resistance_micro_ohm,travel_mm,coil_current_A,operation_type,label
CB-402,2026-07-08T10:30:00Z,48.1,97.070525,8.393843,1.685222,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,48.75,97.524067,8.907353,1.600415,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,49.4,96.566952,9.449037,1.51608,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,50.05,97.796135,10.020039,1.432604,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,50.7,97.883517,10.621499,1.350344,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,51.35,97.465546,11.254547,1.269629,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,52.0,96.50604,11.920292,1.190758,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,52.65,97.22717,12.619819,1.113998,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,53.3,98.292738,13.354172,1.039584,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,53.95,96.559136,14.124351,0.967719,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,54.6,97.732795,14.931293,0.898572,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,55.25,97.446457,15.775869,0.832283,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,55.9,98.435774,16.658861,0.768959,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,56.55,97.873777,17.58096,0.708679,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,57.2,98.470412,18.542742,0.651494,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,57.85,98.660897,19.544662,0.597428,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,58.5,99.356838,20.587037,0.546481,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,59.15,98.569109,21.670032,0.49863,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,59.8,98.964836,22.793645,0.453833,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,60.45,98.267277,23.9577,0.41203,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,61.1,99.615375,25.161828,0.373143,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,61.75,98.885229,26.405461,0.337082,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,62.4,99.125936,27.687819,0.303746,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,63.05,99.521535,29.007908,0.273023,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,63.7,98.983369,30.364507,0.244795,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,64.35,99.94597,31.75617,0.218938,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,65.0,100.43536,33.181223,0.195323,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,65.65,100.288797,34.637767,0.17382,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,66.3,99.598329,36.123682,0.154298,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,66.95,100.412739,37.636637,0.136626,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,67.6,100.955638,39.174097,0.120677,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,68.25,99.927448,40.73334,0.106323,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,68.9,100.436667,42.311474,0.093442,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,69.55,101.458893,43.905455,0.081917,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,70.2,101.325927,45.512111,0.071634,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,70.85,101.524954,47.128164,0.062486,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,71.5,102.306236,48.75026,0.05437,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,72.15,101.804409,50.374993,0.04719,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,72.8,102.007417,51.998934,0.040855,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,73.45,103.042257,53.618662,0.035283,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,74.1,101.830071,55.230791,0.030395,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,74.75,101.663495,56.831998,0.026118,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,75.4,102.303328,58.419052,0.022387,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,76.05,102.388313,59.988837,0.019142,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,76.7,102.025046,61.538376,0.016326,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,77.35,101.859863,63.064853,0.013889,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,78.0,103.417071,64.565631,0.011787,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,78.65,102.568537,66.038267,0.009977,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,79.3,102.12619,67.480527,0.008425,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,79.95,102.892455,68.890392,0.007096,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,80.6,102.445952,70.266065,0.005962,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,81.25,102.386203,71.605979,0.004997,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,81.9,102.74809,72.908792,0.004177,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,82.55,101.89894,74.173388,0.003483,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,83.2,102.6144,75.398872,0.002898,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,83.85,103.282288,76.584563,0.002404,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,84.5,102.587421,77.729986,0.00199,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,85.15,102.155146,78.834863,0.001643,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,85.8,102.03387,79.8991,0.001353,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,86.45,102.006114,80.922774,0.001112,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,87.1,101.996537,81.906121,0.000911,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,87.75,101.85253,82.849523,0.000744,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,88.4,102.338623,83.753494,0.000607,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,89.05,101.042477,84.618664,0.000494,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,89.7,102.099268,85.445767,0.000401,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,90.35,101.422701,86.235629,0.000324,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,91.0,101.63909,86.989153,0.000262,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,91.65,100.832422,87.707305,0.000211,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,92.3,101.802268,88.391108,0.000169,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,92.95,101.624984,89.041625,0.000136,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,93.6,101.352127,89.659955,0.000108,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,94.25,100.090903,90.247216,8.6e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,94.9,100.994829,90.804545,6.9e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,95.55,100.650638,91.333083,5.4e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,96.2,99.590961,91.833974,4.3e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,96.85,100.146042,92.308355,3.4e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,97.5,100.164041,92.757351,2.7e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,98.15,100.093258,93.182074,2.1e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,98.8,99.766435,93.583612,1.6e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,99.45,99.662601,93.963035,1.3e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,100.1,100.0414,94.321382,1e-05,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,100.75,99.779173,94.659667,8e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,101.4,97.789514,94.978873,6e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,102.05,98.792704,95.27995,5e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,102.7,98.721523,95.563817,4e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,103.35,97.871989,95.831359,3e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,104.0,98.572919,96.083428,2e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,104.65,98.968381,96.320839,2e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,105.3,97.799677,96.544377,1e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,105.95,98.328959,96.754791,1e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,106.6,97.661596,96.952797,1e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,107.25,97.675097,97.139079,1e-06,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,107.9,98.554007,97.314288,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,108.55,97.565082,97.479046,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,109.2,97.945928,97.633942,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,109.85,96.833511,97.779538,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,110.5,98.460402,97.916366,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,111.15,97.849736,98.04493,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,111.8,97.462157,98.165711,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,112.45,97.778709,98.279161,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,113.1,96.870514,98.385709,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,113.75,98.032139,98.485763,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,114.4,97.35914,98.579704,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,115.05,97.427882,98.667896,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,115.7,97.323037,98.750681,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,116.35,97.317249,98.828383,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,117.0,97.93496,98.901306,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,117.65,97.790717,98.969737,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,118.3,98.031219,99.033948,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,118.95,97.805276,99.094193,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,119.6,98.12012,99.150714,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,120.25,97.788976,99.203736,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,120.9,99.077096,99.253473,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,121.55,97.47201,99.300125,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,122.2,98.856054,99.343881,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,122.85,99.021998,99.384918,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,123.5,98.147065,99.423403,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,124.15,99.663606,99.459494,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,124.8,99.243586,99.493337,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,125.45,99.372564,99.525071,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,126.1,99.092299,99.554827,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,126.75,99.129706,99.582726,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,127.4,99.284041,99.608883,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,128.05,99.707285,99.633407,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,128.7,100.317201,99.656398,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,129.35,99.924615,99.677952,0.0,close,mechanism_delay_suspected
CB-402,2026-07-08T10:30:00Z,130.0,99.58985,99.698158,0.0,close,mechanism_delay_suspected
