breaker_id,timestamp,time_ms,resistance_micro_ohm,travel_mm,coil_current_A,operation_type,label
CB-402,2026-07-08T10:00:00Z,13.5,102.388456,1.032815,1.445376,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,14.0,102.50506,1.098694,1.529008,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,14.5,103.521766,1.168726,1.613441,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,15.0,101.757849,1.243165,1.698286,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,15.5,102.986848,1.322282,1.783129,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,16.0,102.329497,1.406363,1.867535,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,16.5,102.375794,1.495709,1.951053,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,17.0,102.164076,1.590639,2.033217,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,17.5,102.22267,1.691491,2.113551,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,18.0,101.857125,1.798621,2.191573,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,18.5,102.476744,1.912404,2.266801,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,19.0,101.505956,2.033235,2.338757,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,19.5,102.103066,2.161533,2.406972,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,20.0,101.179498,2.297737,2.470991,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,20.5,101.312454,2.442309,2.53038,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,21.0,100.722001,2.595736,2.584726,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,21.5,101.269209,2.758528,2.633647,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,22.0,101.570618,2.931223,2.676793,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,22.5,100.737732,3.114383,2.713853,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,23.0,100.533126,3.308598,2.744556,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,23.5,99.966876,3.514485,2.768677,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,24.0,100.210151,3.732689,2.786035,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,24.5,99.440219,3.963884,2.796502,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,25.0,99.589205,4.208773,2.8,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,25.5,99.945077,4.468087,2.796502,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,26.0,100.280223,4.742587,2.786035,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,26.5,100.795692,5.033063,2.768677,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,27.0,99.114312,5.340333,2.744556,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,27.5,99.873343,5.665243,2.713853,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,28.0,99.189377,6.008665,2.676793,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,28.5,98.86749,6.371499,2.633647,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,29.0,98.990283,6.754669,2.584726,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,29.5,98.688295,7.15912,2.53038,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,30.0,98.580215,7.585818,2.470991,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,30.5,98.22269,8.035747,2.406972,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,31.0,97.659483,8.509905,2.338757,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,31.5,97.482947,9.009299,2.266801,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,32.0,98.367677,9.534946,2.191573,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,32.5,97.852942,10.087862,2.113551,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,33.0,97.62094,10.669059,2.033217,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,33.5,97.813061,11.279541,1.951053,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,34.0,98.095652,11.920292,1.867535,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,34.5,97.756723,12.592276,1.783129,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,35.0,97.327134,13.296424,1.698286,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,35.5,98.130374,14.033625,1.613441,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,36.0,98.254915,14.80472,1.529008,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,36.5,97.742264,15.61049,1.445376,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,37.0,97.943083,16.451646,1.362906,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,37.5,98.058884,17.328821,1.281933,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,38.0,98.013484,18.242552,1.202761,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,38.5,97.796073,19.193279,1.12566,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,39.0,97.813575,20.181322,1.050871,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,39.5,97.812477,21.20688,0.978602,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,40.0,97.128762,22.270014,0.909027,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,40.5,97.991349,23.370636,0.84229,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,41.0,97.128843,24.508501,0.778504,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,41.5,97.453867,25.683199,0.717752,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,42.0,98.480385,26.894142,0.660089,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,42.5,98.364899,28.140561,0.605542,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,43.0,98.761497,29.421497,0.554116,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,43.5,98.090766,30.735802,0.505792,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,44.0,97.836333,32.08213,0.460528,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,44.5,98.418555,33.458944,0.418269,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,45.0,98.789077,34.864514,0.378939,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,45.5,99.061454,36.296921,0.34245,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,46.0,99.916767,37.754067,0.308701,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,46.5,99.766446,39.233683,0.277584,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,47.0,100.809207,40.73334,0.248981,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,47.5,101.199107,42.250463,0.222767,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,48.0,103.195987,43.78235,0.198815,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,48.5,104.79284,45.326185,0.176996,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,49.0,106.792691,46.879063,0.157177,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,49.5,109.981776,48.438008,0.13923,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,50.0,113.631492,50.0,0.123023,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,50.5,117.891292,51.561992,0.108432,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,51.0,123.721613,53.120937,0.095333,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,51.5,128.272612,54.673815,0.083607,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,52.0,133.871158,56.21765,0.07314,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,52.5,138.694345,57.749537,0.063824,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,53.0,144.558475,59.26666,0.055555,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,53.5,149.483395,60.766317,0.048237,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,54.0,152.923521,62.245933,0.041778,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,54.5,156.202727,63.703079,0.036094,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,55.0,156.395241,65.135486,0.031105,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,55.5,156.414751,66.541056,0.026739,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,56.0,153.766906,67.91787,0.022928,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,56.5,150.376504,69.264198,0.019612,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,57.0,145.926882,70.578503,0.016733,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,57.5,140.889906,71.859439,0.014241,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,58.0,136.243464,73.105858,0.01209,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,58.5,128.995401,74.316801,0.010238,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,59.0,123.972548,75.491499,0.008648,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,59.5,119.9359,76.629364,0.007287,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,60.0,116.09855,77.729986,0.006125,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,60.5,112.97688,78.79312,0.005135,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,61.0,110.112048,79.818678,0.004295,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,61.5,107.567271,80.806721,0.003583,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,62.0,106.568706,81.757448,0.002981,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,62.5,105.380119,82.671179,0.002475,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,63.0,104.148995,83.548354,0.002049,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,63.5,103.906948,84.38951,0.001692,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,64.0,103.189403,85.19528,0.001394,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,64.5,102.534266,85.966375,0.001146,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,65.0,102.904284,86.703576,0.000939,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,65.5,102.494529,87.407724,0.000768,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,66.0,102.328883,88.079708,0.000626,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,66.5,102.889037,88.720459,0.00051,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,67.0,101.026378,89.330941,0.000414,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,67.5,101.393927,89.912138,0.000335,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,68.0,101.396702,90.465054,0.00027,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,68.5,101.661158,90.990701,0.000218,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,69.0,101.597821,91.490095,0.000175,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,69.5,100.915729,91.964253,0.00014,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,70.0,101.026347,92.414182,0.000112,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,70.5,100.952276,92.84088,8.9e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,71.0,102.310262,93.245331,7.1e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,71.5,101.875247,93.628501,5.6e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,72.0,100.73503,93.991335,4.5e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,72.5,100.608932,94.334757,3.5e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,73.0,100.104584,94.659667,2.8e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,73.5,99.609795,94.966937,2.2e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,74.0,100.260737,95.257413,1.7e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,74.5,99.707943,95.531913,1.3e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,75.0,99.961817,95.791227,1e-05,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,75.5,99.122931,96.036116,8e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,76.0,99.343778,96.267311,6e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,76.5,99.598429,96.485515,5e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,77.0,99.54307,96.691402,4e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,77.5,99.41532,96.885617,3e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,78.0,98.485469,97.068777,2e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,78.5,99.32016,97.241472,2e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,79.0,98.435521,97.404264,1e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,79.5,98.945219,97.557691,1e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,80.0,98.525749,97.702263,1e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,80.5,97.787066,97.838467,1e-06,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,81.0,98.146343,97.966765,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,81.5,98.341992,98.087596,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,82.0,98.349551,98.201379,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,82.5,97.914013,98.308509,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,83.0,98.578481,98.409361,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,83.5,98.262613,98.504291,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,84.0,97.622438,98.593637,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,84.5,98.013114,98.677718,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,85.0,98.492566,98.756835,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,85.5,98.46076,98.831274,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,86.0,96.991682,98.901306,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,86.5,97.102773,98.967185,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,87.0,98.173147,99.029152,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,87.5,97.023774,99.087436,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,88.0,96.90979,99.142251,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,88.5,97.300926,99.193801,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,89.0,97.733384,99.242276,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,89.5,97.532464,99.287857,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,90.0,97.329605,99.330715,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,90.5,97.372163,99.37101,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,91.0,97.417381,99.408893,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,91.5,97.413454,99.444508,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,92.0,98.915915,99.477987,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,92.5,98.111337,99.509459,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,93.0,98.472758,99.539043,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,93.5,97.957494,99.56685,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,94.0,98.204952,99.592986,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,94.5,98.085341,99.617552,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,95.0,97.337268,99.64064,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,95.5,98.040329,99.662339,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,96.0,97.980837,99.682732,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,96.5,97.923149,99.701897,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,97.0,98.541777,99.719907,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,97.5,99.823688,99.736833,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,98.0,99.358279,99.752738,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,98.5,100.1123,99.767684,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,99.0,99.871609,99.781728,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,99.5,100.195175,99.794926,0.0,close,contact_wear_suspected
CB-402,2026-07-08T10:00:00Z,100.0,99.594596,99.807327,0.0,close,contact_wear_suspected
